University,Short Name,Доля ППС возрастной категории моложе 40 лет,Доля ППС возрастной категории моложе 65 лет,"Доля ППС, имеющих ученые степени","Доля аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров, обучающихся в очной форме",Доля внебюджетных средств в доходах от научных исследований и разработок,Доля внебюджетных средств в доходах от образовательной деятельности,Доля доходов вуза  из бюджета субъекта РФ и местного бюджета,Доля доходов вуза  из внебюджетных источников,Доля доходов вуза  из федерального бюджета,Доля доходов вуза  от научных исследований и разработок в общих доходах вуза,Доля доходов вуза  от образовательной деятельности в общих доходах вуза,Доля доходов филиала  из бюджета субъекта РФ и местного бюджета,Доля доходов филиала  из внебюджетных источников,Доля доходов филиала  из федерального бюджета,Доля доходов филиала  от научных исследований и разработок в общих доходах филиала,Доля доходов филиала  от образовательной деятельности в общих доходах филиала,"Доля иностранных студентов в общей численности студентов, обучающихся по программам бакалавриата, специалитета, магистратуры","Доля научных работников, имеющих ученые степени","Доля обучающихся по программам бакалавриата в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля обучающихся по программам бакалавриата, специалитета, магистратуры в очной форме","Доля обучающихся по программам магистратуры в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля персональных компьютеров, имеющих доступ к Интернету","Доля студентов, не обеспеченных собственным общежитием, в числе студентов, нуждающихся в общежитии",Доходы вуза  из внебюджетных источников,Доходы вуза  из всех источников,Доходы вуза  от образовательной деятельности из иностранных источников,Доходы вуза из иностранных источников на выполнение НИОКР,Доходы филиала  из внебюджетных источников,Доходы филиала  из всех источников,Доходы филиала  от образовательной деятельности из иностранных источников,Доходы филиала из иностранных источников на выполнение НИОКР,Количество бизнес-инкубаторов,Количество малых предприятий,Количество персональных компьютеров,"Количество созданных результатов интеллектуальной деятельности, имеющих правовую охрану за пределами России",Количество технопарков,Количество центров коллективного пользования научным оборудованием,Наличие электронной библиотечной системы,Общая площадь зданий (помещений),Общая численность ППС (без внешних совместителей и работающих по договорам ГПХ),"Общая численность аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров",Общая численность докторантов,"Общая численность иностранных аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров","Общая численность иностранных студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общая численность научных работников (без внешних совместителей и работающих по договорам ГПХ),"Общая численность обучающихся по очной форме обучения по программам бакалавриата, специалитета, магистратуры, реализуемым совместно с зарубежными вузами и ведущим к получению двух дипломов",Общая численность обучающихся по программам среднего профессионального образования,Общая численность работников образовательной организации (без внешних совместителей и работающих по договорам ГПХ),Общая численность слушателей программ дополнительного профессионального образования,"Общая численность студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общее количество публикаций организации в расчете на 100 НПР,"Общее число образовательных программ высшего образования, реализуемых совместно с зарубежными вузами и ведущих к получению двух дипломов","Общий объем средств, поступивших (за отчетный год) от выполнения НИОКР, выполненных собственными силами","Общий объем средств, поступивших (за отчетный год) от выполнения работ, услуг, связанных с научными, научно-техническими, творческими услугами и разработками, выполненных собственными силами",Площадь крытых спортивных сооружений,Площадь общежитий,Площадь учебно-лабораторных зданий,"Площадь, предназначенная для научно-исследовательских подразделений","Средний балл ЕГЭ студентов, принятых на обучение по программам бакалавриата и специалитета, по всем формам обучения",Средняя заработная плата ППС (без внешних совместителей и работающих по договорам ГПХ),Средняя заработная плата научных работников (без внешних совместителей и работающих по договорам ГПХ),Число диссертационных советов,"Число предприятий, с которыми заключены договоры на подготовку специалистов","Число предприятий, являющихся базами практики, с которыми оформлены договорные отношения","Число статей, подготовленных совместно с зарубежными организациями"
"федеральное государственное автономное образовательное учреждение высшего образования ""Мурманский государственный технический университет""",Мурманский государственный технический университет,16.18,73.53,66.91,92.42,35.38,10.01,0.39,12.14,87.46,3.05,93.37,,,,,,1.86,0.0,56.36,56.57,6.54,100.0,58.43,168647.9,1388746.7,0.0,0.0,,,,,0,0,1165,0,0,1,да,93585,136,66,0,0,53,14,0,2013,421,1250,2846,317.95,0,35799.2,36582.4,818,10164,79964,6166,63.46,146.94,152.92,0,0,180,4
"федеральное государственное автономное образовательное учреждение высшего образования ""Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М. Губкина""",Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М. Губкина,23.7,68.2,70.74,88.58,86.6,35.37,0.18,57.32,42.5,13.98,59.44,,,,,,6.45,57.58,61.62,90.23,22.23,99.11,3.39,3925743.5,6848405.9,82241.1,59711.4,,,,,0,3,2705,0,0,2,да,222840,827,508,3,96,651,33,11,0,2192,10322,10090,390.72,3,918012.2,918012.2,3937,53184,132997,6441,73.06,213.26,416.83,8,113,806,101
"федеральное государственное автономное образовательное учреждение высшего образования ""Российский национальный исследовательский медицинский университет имени Н.И. Пирогова"" Министерства здравоохранения Российской Федерации",Российский национальный исследовательский медицинский университет имени Н.И. Пирогова Министерства здравоохранения Российской Федерации,22.23,74.39,76.89,99.89,56.32,16.1,0.41,41.55,58.04,11.21,35.27,,,,,,11.27,66.5,1.88,99.98,0.62,94.43,5.76,7254445.7,17460999.4,254457.0,33213.0,,,,,1,3,6624,0,1,3,да,229619,1363,2647,0,263,1129,197,137,0,5419,13235,10019,282.89,3,1673710.3,1673710.3,6006,44475,180069,24240,82.82,182.11,251.68,15,214,72,402
"федеральное государственное автономное образовательное учреждение высшего образования ""Сибирский федеральный университет""",Сибирский федеральный университет,26.97,80.82,62.85,89.32,42.84,15.72,3.82,23.86,72.32,8.93,74.8,,,,,,3.98,28.31,65.18,83.55,15.08,92.85,13.0,2001505.2,8388831.8,52952.0,0.0,,,,,0,10,12114,0,0,1,да,819236,2054,768,48,43,1004,166,0,0,5320,21002,25208,320.9,1,748833.1,766094.5,18558,328655,348805,11082,68.33,112.2,120.51,14,206,1400,202
федеральное государственное автономное образовательное учреждение высшего образования «Белгородский государственный национальный исследовательский университет»,«Белгородский государственный национальный исследовательский университет»,30.85,91.2,81.74,90.8,42.32,45.22,2.13,43.14,54.73,26.11,58.48,,,,,,19.46,61.67,49.96,68.96,16.74,99.94,30.37,2442762.9,5661810.8,556504.5,0.0,,,,,0,20,5021,0,1,2,да,265154,898,2162,21,360,3734,120,545,4402,2171,16005,19188,1236.1,27,1463439.0,1488439.0,33315,70500,190750,12644,67.37,84.02,234.81,18,331,1644,123
федеральное государственное автономное образовательное учреждение высшего образования «Волгоградский государственный университет»,«Волгоградский государственный университет»,28.94,91.29,75.53,84.4,49.47,32.66,0.84,35.38,63.78,5.57,91.77,,,,,,3.19,66.67,62.62,79.03,17.7,97.45,0.0,404013.1,1141862.7,20043.3,0.0,,,,,1,1,2042,0,1,11,да,71944,425,250,0,42,245,12,0,670,889,1340,7676,740.0,0,63516.9,64176.9,1897,14951,55129,1195,66.7,67.88,93.02,5,77,382,52
федеральное государственное автономное образовательное учреждение высшего образования «Дальневосточный федеральный университет»,«Дальневосточный федеральный университет»,30.95,79.85,56.06,99.48,36.87,37.35,0.06,36.83,63.11,7.35,30.53,,,,,,12.1,22.86,63.99,97.34,21.92,80.12,29.4,4868846.7,13220164.6,39759.8,0.0,,,,,0,9,7666,0,0,3,да,857110,1370,574,19,94,2345,105,0,314,5192,6327,19383,240.09,0,957395.1,973256.6,14398,63101,385410,25911,70.96,112.88,183.21,10,276,556,286
федеральное государственное автономное образовательное учреждение высшего образования «Крымский федеральный университет имени В.И.Вернадского»,«Крымский федеральный университет имени В.И.Вернадского»,22.13,85.63,75.17,97.58,18.18,38.6,2.89,33.57,63.54,15.22,57.38,,,,,,14.06,26.42,49.96,81.43,16.23,64.99,0.0,1650909.7,4918276.9,537547.2,0.0,,,,,0,2,4196,0,0,3,да,788451,1482,1114,3,38,2887,53,0,2144,4334,2843,20536,189.02,0,164085.8,164085.8,10433,147720,167667,3508,66.37,66.84,114.88,8,117,1010,50
федеральное государственное автономное образовательное учреждение высшего образования «Московский политехнический университет»,«Московский политехнический университет»,28.96,74.5,61.67,93.55,46.01,23.2,0.71,25.08,74.21,7.77,77.17,,,,,,13.55,27.27,77.14,69.11,11.55,88.52,0.0,994316.6,3965346.9,63980.6,0.0,,,,,1,7,7750,0,3,1,да,246194,694,217,0,37,1707,11,0,0,1463,888,12599,259.93,0,176975.9,277978.3,4376,66712,152521,6905,73.53,188.28,292.06,1,23,1387,36
федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»,«Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»,28.6,82.79,77.23,92.55,47.51,40.49,0.7,46.39,52.91,31.9,60.95,,,,,,8.23,35.81,59.11,73.6,14.35,95.21,30.08,2548206.0,5492525.5,245115.7,0.0,,,,,1,5,5694,0,0,5,да,256731,1133,631,0,54,1653,310,35,1464,2957,12308,20096,287.55,8,1504361.6,1586627.8,4516,60814,147693,24900,71.4,96.19,141.24,14,173,1530,229
федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский политехнический университет»,«Национальный исследовательский Томский политехнический университет»,29.82,83.07,77.76,95.19,54.53,12.09,0.01,32.55,67.45,34.06,58.7,,,,,,21.8,57.53,62.77,84.81,26.71,99.08,0.0,2247027.6,6904135.8,105810.9,23200.9,,,,,1,26,8377,0,0,2,да,325064,1016,852,1,224,2518,146,307,0,3185,6964,11553,398.4,25,2241065.1,2241065.1,4698,92048,168072,10099,73.43,106.24,135.04,34,82,576,580
федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Высшая школа экономики»,«Национальный исследовательский университет «Высшая школа экономики»,38.74,84.93,66.65,100.0,47.38,52.43,0.0,49.82,50.18,23.72,65.04,,,,,,10.97,55.1,70.01,98.03,28.93,99.64,24.71,15090763.5,30288521.1,520660.9,31869.5,,,,,1,0,10871,1,0,0,да,508363,1559,1197,0,135,4250,628,1110,0,6906,26968,38757,184.98,9,5580486.4,5658299.0,2036,157787,306918,16174,88.28,232.89,259.49,20,3,717,912
федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет ИТМО»,«Национальный исследовательский университет ИТМО»,51.35,88.05,64.48,100.0,90.83,25.35,0.0,52.5,47.5,33.98,59.45,,,,,,18.26,61.71,56.19,99.99,43.74,98.83,68.39,5101973.6,9717539.0,221489.5,14598.5,,,,,0,10,4774,0,1,1,да,192505,594,1042,3,181,2779,222,1141,0,3127,6689,15219,295.4,10,2853240.9,3092273.2,2025,62014,118006,3915,77.28,220.18,254.36,14,48,1117,0
федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»,«Национальный исследовательский ядерный университет «МИФИ»,27.39,64.49,70.54,100.0,79.43,9.75,0.0,52.03,47.97,29.38,39.75,,,,,,19.68,70.27,54.18,96.72,27.4,97.95,14.24,4089562.6,7859391.1,13695.7,19330.0,,,,,1,10,7319,0,1,2,да,252852,628,594,0,58,1330,37,211,0,2614,7890,6759,860.08,33,1924251.7,1948614.4,6245,72152,169255,5224,88.27,201.81,462.14,8,285,285,438
федеральное государственное автономное образовательное учреждение высшего образования «Новосибирский национальный исследовательский государственный университет»,«Новосибирский национальный исследовательский государственный университет»,34.0,81.24,43.49,100.0,24.48,22.26,0.21,26.03,73.75,29.74,56.78,,,,,,7.47,57.52,74.19,98.0,16.18,99.27,0.0,1229820.8,4723772.3,124831.2,12137.9,,,,,1,4,3845,0,0,3,да,243835,453,582,0,127,560,113,845,1077,1600,3218,7501,664.66,23,1279243.9,1306436.9,14180,101877,130518,9103,82.15,115.77,193.29,9,476,476,663
федеральное государственное автономное образовательное учреждение высшего образования «Омский государственный университет им. Ф.М. Достоевского»,«Омский государственный университет им. Ф.М. Достоевского»,18.45,81.8,75.56,48.63,60.59,39.4,0.41,35.3,64.29,3.12,79.26,,,,,,6.42,71.43,70.97,75.51,14.58,85.43,0.0,450857.8,1277085.3,21972.1,0.0,,,,,1,12,1366,0,0,0,да,69884,401,183,1,18,459,7,0,446,989,2357,7145,294.93,0,39792.4,39792.4,1357,12456,55194,809,66.55,75.43,95.89,3,21,1353,16
"федеральное государственное автономное образовательное учреждение высшего образования «Пермский государственный национальный исследовательский университет""","«Пермский государственный национальный исследовательский университет""",32.34,83.22,73.88,70.88,74.26,34.74,1.96,44.69,53.35,18.73,72.2,,,,,,6.06,51.72,71.95,71.95,12.96,78.17,43.55,1285298.7,2876024.7,90271.5,5431.2,,,,,0,9,5337,0,0,1,да,168652,739,340,0,36,790,29,0,1297,2108,6283,13032,625.49,0,505051.5,505740.9,3750,39338,118963,11399,69.26,81.26,156.06,3,40,552,46
федеральное государственное автономное образовательное учреждение высшего образования «Российский университет дружбы народов имени Патриса Лумумбы»,«Российский университет дружбы народов имени Патриса Лумумбы»,35.35,85.55,73.03,97.38,44.07,62.81,0.24,65.1,34.65,3.48,73.53,,,,,,28.44,82.76,58.48,81.99,15.16,100.0,20.83,10132103.7,15563007.5,1734755.1,0.0,,,,,1,8,6706,0,0,2,да,778118,1550,5795,7,2279,9032,29,325,0,4164,22656,31759,680.27,114,516988.9,1034391.6,3250,139756,633486,6808,69.93,226.41,260.25,42,175,1297,976
федеральное государственное автономное образовательное учреждение высшего образования «Российский университет транспорта»,«Российский университет транспорта»,24.0,69.91,71.09,92.44,86.53,47.13,1.23,49.38,49.39,8.43,75.53,,,,,,6.99,0.0,43.34,52.44,9.17,81.34,1.85,4782128.9,9684398.2,174951.4,0.0,,,,,0,0,7648,0,1,0,да,369039,1100,675,6,66,2071,4,420,6249,2915,36112,29643,367.73,18,681081.4,755624.0,14728,81566,260274,2267,62.8,201.5,454.44,11,334,2490,56
федеральное государственное автономное образовательное учреждение высшего образования «Самарский национальный исследовательский университет имени академика С.П. Королева»,«Самарский национальный исследовательский университет имени академика С.П. Королева»,25.1,74.9,79.52,97.65,54.87,28.6,2.1,33.22,64.68,19.63,54.55,,,,,,5.15,48.94,71.43,78.38,17.23,98.85,14.38,1396405.9,4203299.3,50027.7,15789.5,,,,,0,13,3565,0,1,5,да,262840,1040,681,7,56,837,47,32,1347,2505,9554,16243,227.92,6,703026.3,759850.5,10425,71675,168441,16580,71.09,93.66,130.83,8,25,1044,107
федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет аэрокосмического приборостроения»,«Санкт-Петербургский государственный университет аэрокосмического приборостроения»,25.77,69.94,70.14,86.46,79.25,24.25,0.36,30.4,69.23,6.99,89.96,,,,,,5.68,40.0,74.39,75.63,11.75,78.64,41.06,883548.2,2905999.2,60998.4,181.6,,,,,0,4,4476,2,0,0,да,102076,489,192,0,14,700,5,0,1346,1319,5097,12316,419.12,1,203100.0,203100.0,2634,37347,62069,1426,74.72,139.64,166.31,4,21,639,11
федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина)» (СПбГЭТУ «ЛЭТИ»),«Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина)» (СПбГЭТУ «ЛЭТИ»),30.52,67.0,65.26,96.79,16.25,20.58,0.26,22.11,77.63,17.08,59.58,,,,,,17.26,42.11,75.05,91.61,19.49,84.17,60.89,854774.0,3866597.7,53182.5,3422.8,,,,,0,3,3987,4,1,2,да,136984,806,405,11,79,1705,38,53,0,2053,2648,9878,212.08,6,602321.2,617254.5,1325,46874,84578,11304,77.36,137.63,181.18,5,193,154,45
федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский политехнический университет Петра Великого»,«Санкт-Петербургский политехнический университет Петра Великого»,32.13,76.63,72.84,93.2,52.0,29.48,0.2,44.2,55.6,23.22,62.15,,,,,,17.28,50.78,72.59,79.43,21.32,100.0,42.65,5717962.8,12937710.1,30888.5,15001.8,,,,,1,7,9268,79,1,2,да,512837,1609,1089,14,186,5032,128,179,3685,4875,17015,29128,1005.18,14,2951881.3,4045848.3,12433,133605,340437,41118,78.67,159.05,257.79,42,199,1371,880
федеральное государственное автономное образовательное учреждение высшего образования «Севастопольский государственный университет»,«Севастопольский государственный университет»,23.9,84.87,60.21,66.03,22.93,22.05,0.16,17.25,82.59,11.17,50.84,,,,,,3.73,42.5,68.61,81.79,15.59,81.49,18.73,508953.2,2950944.3,5749.3,0.0,,,,,1,8,4749,0,0,5,да,213311,661,156,0,4,403,40,0,1343,1542,10614,10790,435.95,0,327412.0,327412.0,10353,67018,121452,4054,64.85,85.85,86.31,3,67,1339,39
федеральное государственное автономное образовательное учреждение высшего образования «Северо-Кавказский федеральный университет»,«Северо-Кавказский федеральный университет»,25.63,87.18,83.19,82.34,75.13,47.8,0.0,45.39,54.61,9.71,61.36,,,,,,7.91,68.32,58.32,69.89,26.08,64.23,15.66,1436111.9,3164272.1,88189.5,9.8,,,,,1,4,6299,1,1,2,да,196707,827,419,1,22,1378,101,33,324,2041,14377,17418,433.74,10,307258.9,307258.9,3730,47349,144040,4872,67.91,64.43,110.48,8,212,1845,89
федеральное государственное автономное образовательное учреждение высшего образования «Тюменский государственный университет»,«Тюменский государственный университет»,31.13,87.67,73.72,98.35,10.59,44.26,3.93,32.61,63.45,24.4,57.45,,,,,,10.65,48.7,69.15,79.47,14.01,100.0,72.55,2009432.8,6161116.8,63052.0,49.0,,,,,0,6,4084,0,1,2,да,145499,681,363,0,32,1678,115,7,0,2033,31799,15749,317.42,2,1503056.2,1535869.4,4186,25658,100533,3963,68.78,110.66,130.13,5,42,868,169
федеральное государственное автономное образовательное учреждение высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»,«Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»,25.89,76.28,68.26,100.0,86.51,30.37,0.02,49.68,50.3,22.81,59.3,,,,,,8.7,47.16,71.31,82.36,17.68,62.37,63.91,6585145.8,13254190.9,225992.3,4142.9,,,,,1,40,18520,0,1,3,да,420800,2171,1357,45,212,3376,422,568,0,5961,9173,38797,649.67,34,2796553.6,2961330.5,17629,139036,252856,0,71.74,113.76,159.88,42,566,4536,1138
федеральное государственное автономное образовательное учреждение высшего образования Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский Университет),Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский Университет),31.97,85.9,75.02,94.69,36.93,45.01,0.64,56.09,43.26,7.66,41.07,,,,,,20.94,47.27,4.54,97.91,3.53,77.52,45.52,13238356.9,23600328.3,1884853.6,722.1,,,,,0,2,6962,3,0,0,да,458283,1617,3556,0,296,3795,165,22,734,3194,28795,18125,749.03,5,1611859.6,1611859.6,8470,43818,374574,6307,78.64,184.87,196.46,19,163,316,1446
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Академия Русского балета имени А.Я. Вагановой""",Академия Русского балета имени А.Я. Вагановой,6.35,61.9,33.33,33.93,100.0,16.63,0.0,20.4,79.6,0.67,55.87,,,,,,9.38,50.0,71.55,98.24,28.45,100.0,0.0,143192.3,702082.4,48469.0,0.0,,,,,0,0,208,0,0,0,да,29278,63,56,0,13,32,2,0,434,236,329,341,244.47,0,4675.1,117781.6,137,5657,19976,0,77.79,144.0,142.1,1,0,32,0
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный аграрный университет""",Алтайский государственный аграрный университет,18.78,88.32,87.82,79.45,86.08,15.74,0.0,17.8,82.2,2.66,65.65,,,,,,3.15,0.0,78.32,52.57,9.55,88.9,0.0,98486.6,553359.4,720.6,0.0,,,,,0,1,721,0,0,0,да,91897,197,73,0,10,141,0,0,114,434,1204,4470,846.59,0,14741.5,14741.5,2521,30384,61513,1901,53.16,62.49,99.43,3,0,0,10
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный гуманитарно-педагогический университет имени В.М. Шукшина""",Алтайский государственный гуманитарно-педагогический университет имени В.М. Шукшина,25.32,91.14,74.68,28.12,5.82,3.61,0.19,5.32,94.49,1.61,96.66,,,,,,2.76,100.0,91.18,31.42,8.82,100.0,0.0,20777.6,390774.5,0.0,0.0,,,,,0,0,850,0,1,0,да,32262,79,32,0,0,108,3,0,0,212,379,3912,353.39,0,6275.2,6275.2,1104,13324,14996,316,64.44,63.77,97.97,0,0,0,7
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный институт культуры""",Алтайский государственный институт культуры,31.45,79.03,37.9,80.0,32.36,18.59,0.1,18.22,81.68,4.5,77.71,,,,,,7.48,0.0,86.0,56.13,4.43,80.34,0.0,54608.2,299757.0,4863.6,0.0,,,,,0,0,407,0,0,0,да,16414,124,20,0,6,125,0,0,0,273,870,1671,189.08,0,9146.2,13496.9,516,5562,10342,25,64.93,58.08,0.0,0,121,723,0
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный медицинский университет"" Министерства здравоохранения Российской Федерации",Алтайский государственный медицинский университет Министерства здравоохранения Российской Федерации,27.56,84.63,75.85,97.9,42.84,45.16,0.68,49.37,49.95,1.6,90.65,,,,,,20.02,0.0,0.0,100.0,0.0,100.0,0.0,752242.5,1523650.2,247298.6,0.0,,,,,1,1,2049,0,0,1,да,75467,410,618,0,16,1163,1,0,82,794,11849,5808,272.51,0,24312.4,24312.4,1248,19002,51607,151,62.34,87.27,60.99,2,142,278,11
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный технический университет им. И.И. Ползунова""",Алтайский государственный технический университет им. И.И. Ползунова,15.89,82.64,77.51,78.69,85.56,17.81,0.27,28.62,71.11,10.56,84.99,,,,,,8.56,90.91,81.84,72.01,10.56,73.12,0.0,382930.6,1337765.1,16331.4,0.0,,,,,1,0,2173,0,1,3,да,131013,409,122,2,12,614,11,0,1055,1104,1144,7177,573.07,0,102250.2,102250.2,9158,34414,89828,1860,64.41,62.3,98.12,0,57,1198,187
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Амурский гуманитарно-педагогический государственный университет""",Амурский гуманитарно-педагогический государственный университет,15.84,88.12,75.25,70.0,6.28,12.73,0.0,8.16,91.84,1.19,56.67,,,,,,0.93,0.0,94.79,44.89,5.21,79.05,0.0,42289.0,518083.6,0.0,0.0,,,,,0,0,506,0,1,0,да,35724,101,20,0,0,24,0,0,258,232,1209,2571,175.14,0,6188.9,6188.9,1478,8716,26157,139,63.23,106.03,0.0,0,13,264,0
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Армавирский государственный педагогический университет""",Армавирский государственный педагогический университет,11.29,87.1,82.8,9.45,35.39,25.98,0.21,16.98,82.81,2.29,56.05,,,,,,2.7,100.0,83.37,37.66,16.63,86.06,0.0,112830.1,664648.0,0.0,0.0,,,,,0,0,581,0,0,0,да,20847,186,127,0,0,162,2,0,0,379,1369,6009,149.49,0,15252.4,15252.4,1107,6287,14560,0,64.64,71.02,83.3,0,101,1625,0
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Астраханский государственный технический университет""",Астраханский государственный технический университет,15.71,81.27,73.72,94.44,65.26,34.34,0.0,40.39,59.61,4.16,88.59,,,,,,12.4,100.0,72.72,56.77,15.94,91.44,0.0,434724.4,1076370.6,59809.0,35.0,,,,,0,2,2092,0,1,1,да,75848,331,162,0,24,866,3,17,2380,844,902,6982,419.14,1,44520.9,44520.9,6776,12636,59489,1382,57.5,86.17,67.87,4,134,350,12
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Белгородский государственный технологический университет им. В.Г. Шухова""",Белгородский государственный технологический университет им. В.Г. Шухова,38.63,86.01,70.43,92.11,29.07,31.98,4.94,28.82,66.25,12.9,63.66,,,,,,13.38,66.67,74.04,56.32,10.43,98.62,14.63,757218.3,2627831.0,171466.0,0.0,,,,,1,76,2170,2,1,1,да,159183,629,431,2,46,1581,24,39,702,1455,7124,11819,601.01,3,336970.6,362857.2,11330,55346,101010,2567,64.3,78.9,88.93,4,463,1297,80
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Брянский государственный инженерно-технологический университет""",Брянский государственный инженерно-технологический университет,14.49,79.71,78.99,90.0,57.54,23.73,0.68,32.07,67.25,1.53,70.14,,,,,,6.02,0.0,71.55,57.5,24.5,99.88,0.0,124973.1,389725.0,7770.1,0.0,,,,,0,0,813,0,0,0,да,90550,138,140,0,2,140,1,0,97,296,97,2327,758.56,0,4203.0,4203.0,908,25012,47638,1210,60.52,64.59,64.5,0,0,0,4
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Брянский государственный технический университет""",Брянский государственный технический университет,26.59,80.9,80.9,70.59,100.0,21.09,0.0,26.91,73.09,6.24,92.56,,,,,,8.15,21.43,71.47,54.66,13.08,78.45,0.0,210290.7,781472.8,17227.8,0.0,,,,,1,2,1508,0,1,1,да,75881,267,119,1,2,520,14,0,930,673,1795,6383,480.2,0,48741.9,54014.6,1617,15787,53375,1211,62.43,65.1,62.82,2,155,335,16
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Верхневолжский государственный агробиотехнологический университет""",Верхневолжский государственный агробиотехнологический университет,16.22,77.03,81.08,100.0,100.0,13.06,0.0,21.47,78.53,0.03,60.71,,,,,,14.96,0.0,66.01,55.88,6.32,100.0,0.0,39600.1,184439.0,980.1,0.0,,,,,0,0,385,0,0,0,да,46066,74,9,0,0,220,0,0,0,195,70,1471,396.49,0,50.0,50.0,932,14790,28473,0,50.79,34.7,0.0,0,0,0,1
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Владивостокский государственный университет""",Владивостокский государственный университет,24.49,85.71,67.76,81.61,82.71,70.58,0.06,75.63,24.31,1.69,81.84,,,,,,6.54,50.0,89.79,60.04,7.23,99.1,0.0,1422340.1,1880721.0,88056.7,0.0,,,,,1,6,2676,0,0,0,да,146022,245,87,0,16,482,8,2,3931,917,469,7372,421.63,6,31727.2,36668.1,19869,27413,118251,3614,61.54,109.03,154.84,0,47,920,18
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Воронежский государственный аграрный университет имени императора Петра I""",Воронежский государственный аграрный университет имени императора Петра I,21.96,85.01,88.63,78.64,62.99,39.02,0.66,37.65,61.69,13.4,69.3,,,,,,4.67,100.0,72.95,37.49,7.95,90.55,0.0,455375.9,1209526.5,2941.3,0.0,,,,,0,1,1884,0,0,1,да,153081,387,103,0,8,574,3,1,655,880,1723,12284,953.85,1,126319.6,137389.8,5526,60733,91936,570,55.58,81.36,97.31,4,149,247,0
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Воронежский государственный университет""",Воронежский государственный университет,27.33,78.75,75.42,86.12,17.43,47.14,0.0,39.69,60.31,10.05,74.27,,,,,,5.5,68.18,64.47,88.07,17.41,94.12,9.51,1196552.7,3014428.7,0.8,0.0,,,,,1,18,3472,0,1,1,да,186456,1200,497,1,51,992,22,5,998,2364,1213,18033,402.89,1,248711.8,256680.3,5148,54262,114837,2421,69.56,75.74,202.98,6,1171,365,77
"федеральное государственное бюджетное образовательное учреждение высшего образования ""Высшее театральное училище (институт) им.М.С.Щепкина при Государственном академическом Малом театре России""",Высшее театральное училище (институт) им.М.С.Щепкина при Государственном академическом Малом театре России,17.95,56.41,20.51,0.0,0.0,26.72,0.0,36.29,63.71,0.0,86.95,,,,,,21.34,0.0,0.0,100.0,3.95,100.0,100.0,79431.8,218895.0,0.0,0.0,,,,,0,0,89,0,0,0,да,8839,39,0,0,0,54,0,0,0,97,0,253,34.92,0,0.0,0.0,0,1617,7222,0,70.38,165.73,0.0,0,0,0,0
